product,mode,prediction_mode,prediction_scope,carbon_source,temperature_c,oxygen,stressor,dose,refused,refusal_reason,growth_rate_per_h,content_mg_per_gdcw
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,DTT,1.0,SetpointUnreachable,"context (ethanol, 30 C, O2 0.05, exponential) with DTT at 1 leaves a maximum growth rate of 0.025 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,NaCl,0.4,SetpointUnreachable,"context (ethanol, 30 C, O2 0.05, exponential) with NaCl at 0.4 leaves a maximum growth rate of 0.032 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,H2O2,0.5,SetpointUnreachable,"context (ethanol, 30 C, O2 0.05, exponential) with H2O2 at 0.5 leaves a maximum growth rate of 0.028 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,,0.0,SetpointUnreachable,"context (ethanol, 30 C, O2 0.01, exponential) leaves a maximum growth rate of 0.007 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,DTT,1.0,SetpointUnreachable,"context (ethanol, 30 C, O2 0.01, exponential) with DTT at 1 leaves a maximum growth rate of 0.005 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,NaCl,0.4,SetpointUnreachable,"context (ethanol, 30 C, O2 0.01, exponential) with NaCl at 0.4 leaves a maximum growth rate of 0.006 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,H2O2,0.5,SetpointUnreachable,"context (ethanol, 30 C, O2 0.01, exponential) with H2O2 at 0.5 leaves a maximum growth rate of 0.006 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,,0.0,SetpointUnreachable,"context (ethanol, 37 C, O2 0.21, exponential) leaves a maximum growth rate of 0.128 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,DTT,1.0,SetpointUnreachable,"context (ethanol, 37 C, O2 0.21, exponential) with DTT at 1 leaves a maximum growth rate of 0.096 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,NaCl,0.4,SetpointUnreachable,"context (ethanol, 37 C, O2 0.21, exponential) with NaCl at 0.4 leaves a maximum growth rate of 0.124 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,H2O2,0.5,SetpointUnreachable,"context (ethanol, 37 C, O2 0.21, exponential) with H2O2 at 0.5 leaves a maximum growth rate of 0.109 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,,0.0,SetpointUnreachable,"context (ethanol, 37 C, O2 0.05, exponential) leaves a maximum growth rate of 0.031 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,DTT,1.0,SetpointUnreachable,"context (ethanol, 37 C, O2 0.05, exponential) with DTT at 1 leaves a maximum growth rate of 0.023 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,NaCl,0.4,SetpointUnreachable,"context (ethanol, 37 C, O2 0.05, exponential) with NaCl at 0.4 leaves a maximum growth rate of 0.029 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,H2O2,0.5,SetpointUnreachable,"context (ethanol, 37 C, O2 0.05, exponential) with H2O2 at 0.5 leaves a maximum growth rate of 0.026 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,,0.0,SetpointUnreachable,"context (ethanol, 37 C, O2 0.01, exponential) leaves a maximum growth rate of 0.006 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,DTT,1.0,SetpointUnreachable,"context (ethanol, 37 C, O2 0.01, exponential) with DTT at 1 leaves a maximum growth rate of 0.005 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,NaCl,0.4,SetpointUnreachable,"context (ethanol, 37 C, O2 0.01, exponential) with NaCl at 0.4 leaves a maximum growth rate of 0.006 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,held,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,H2O2,0.5,SetpointUnreachable,"context (ethanol, 37 C, O2 0.01, exponential) with H2O2 at 0.5 leaves a maximum growth rate of 0.005 /h, at or below the setpoint 0.18 /h. An exponential feed sets mu through the negative feedback d(ln q_S)/dt = mu_set - mu(q_S), which has no fixed point once the strain cannot reach the setpoint: the culture grows at its own maximum and the carbon it cannot take up accumulates. There is no held steady state to report, and a reduced product rate here would describe a vessel filling with unconsumed substrate",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.21,,0.0,ValueError,"node 'lycopene': growth rate 0.3388 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.21,DTT,1.0,,,0.253899,0.977086906
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.21,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.3268 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.21,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.2879 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.05,,0.0,ValueError,"node 'lycopene': growth rate 0.2613 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.05,DTT,1.0,,,0.195865,1.051445246
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.05,NaCl,0.4,,,0.25209,0.979444106
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.05,H2O2,0.5,,,0.222087,1.018273324
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.01,,0.0,,,0.241988,0.992586056
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.01,DTT,1.0,,,0.181356,1.069335589
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.01,NaCl,0.4,,,0.233417,1.003689878
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,25.0,0.01,H2O2,0.5,,,0.205637,1.039195768
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.21,,0.0,ValueError,"node 'lycopene': growth rate 0.4 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.21,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.2998 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.21,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.3858 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.21,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.3399 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.05,,0.0,ValueError,"node 'lycopene': growth rate 0.3086 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.05,DTT,1.0,,,0.231256,1.006479995
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.05,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.2976 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.05,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.2622 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.01,,0.0,ValueError,"node 'lycopene': growth rate 0.2857 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.01,DTT,1.0,,,0.214126,1.028441032
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.01,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.2756 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,30.0,0.01,H2O2,0.5,,,0.242794,0.991539859
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.21,,0.0,ValueError,"node 'lycopene': growth rate 0.3664 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.21,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.2746 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.21,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.3534 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.21,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.3114 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.05,,0.0,ValueError,"node 'lycopene': growth rate 0.2827 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.05,DTT,1.0,,,0.211838,1.031349631
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.05,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.2726 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.05,H2O2,0.5,,,0.240199,0.994908091
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.01,,0.0,ValueError,"node 'lycopene': growth rate 0.2617 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.01,DTT,1.0,,,0.196146,1.051094652
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.01,NaCl,0.4,,,0.252452,0.978972156
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",glucose,37.0,0.01,H2O2,0.5,,,0.222407,1.017864371
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.21,,0.0,,,0.237149,0.998862084
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.21,DTT,1.0,,,0.177729,1.073746672
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.21,NaCl,0.4,,,0.228749,1.009713539
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.21,H2O2,0.5,,,0.201524,1.044369206
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.05,,0.0,,,0.128738,1.130431232
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.05,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.09648 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.05,NaCl,0.4,,,0.124178,1.135401637
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.05,H2O2,0.5,,,0.109399,1.151120719
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.01,,0.0,,,0.101635,1.159134241
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.01,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.07617 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.01,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.09804 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,25.0,0.01,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.08637 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.21,,0.0,ValueError,"node 'lycopene': growth rate 0.28 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.21,DTT,1.0,,,0.209844,1.033878308
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.21,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.2701 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.21,H2O2,0.5,,,0.237938,0.997839294
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.05,,0.0,,,0.152,1.104231783
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.05,DTT,1.0,,,0.113915,1.146381012
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.05,NaCl,0.4,,,0.146616,1.11041726
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.05,H2O2,0.5,,,0.129166,1.129961177
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.01,,0.0,,,0.12,1.139906029
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.01,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.08993 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.01,NaCl,0.4,,,0.115749,1.14443982
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,30.0,0.01,H2O2,0.5,,,0.101973,1.158788513
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.21,,0.0,ValueError,"node 'lycopene': growth rate 0.2565 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.21,DTT,1.0,,,0.192223,1.055970757
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.21,NaCl,0.4,,,0.247403,0.985547542
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.21,H2O2,0.5,,,0.217958,1.023556
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.05,,0.0,,,0.139237,1.118778101
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.05,DTT,1.0,,,0.10435,1.156351575
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.05,NaCl,0.4,,,0.134305,1.124288216
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.05,H2O2,0.5,,,0.11832,1.141703649
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.01,,0.0,,,0.109924,1.15057277
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.01,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.08238 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.01,NaCl,0.4,,,0.10603,1.154618695
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",galactose,37.0,0.01,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.09341 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.21,,0.0,,,0.118574,1.141432318
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.21,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.08886 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.21,NaCl,0.4,,,0.114374,1.145896033
