dataset,split_kind,seed,group_key,within,axis,stratum,group_id,construct,stressor,plate,dose_mM,axis_value,assignment,n_rows,held_out,partition_hash
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE1,plate=20260804|construct=UPRE1|dose_mM=1,UPRE1,,20260804,1.0,1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE1,plate=20260804|construct=UPRE1|dose_mM=2,UPRE1,,20260804,2.0,2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=5,UPRE2,,20260722,5.0,5,test,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=5,UPRE2,,20260728,5.0,5,test,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=5,UPRE2,,20260803,5.0,5,test,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=5,UPRE2,,20260804,5.0,5,test,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=0,UPRE2,,20260722,0.0,0,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=0.1,UPRE2,,20260722,0.1,0.1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=0.2,UPRE2,,20260722,0.2,0.2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=0.5,UPRE2,,20260722,0.5,0.5,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=1,UPRE2,,20260722,1.0,1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260722|construct=UPRE2|dose_mM=2,UPRE2,,20260722,2.0,2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=0,UPRE2,,20260728,0.0,0,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=0.1,UPRE2,,20260728,0.1,0.1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=0.2,UPRE2,,20260728,0.2,0.2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=0.5,UPRE2,,20260728,0.5,0.5,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=1,UPRE2,,20260728,1.0,1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260728|construct=UPRE2|dose_mM=2,UPRE2,,20260728,2.0,2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=0,UPRE2,,20260803,0.0,0,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=0.1,UPRE2,,20260803,0.1,0.1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=0.2,UPRE2,,20260803,0.2,0.2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=0.5,UPRE2,,20260803,0.5,0.5,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=1,UPRE2,,20260803,1.0,1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260803|construct=UPRE2|dose_mM=2,UPRE2,,20260803,2.0,2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=0,UPRE2,,20260804,0.0,0,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=0.1,UPRE2,,20260804,0.1,0.1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=0.2,UPRE2,,20260804,0.2,0.2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=0.5,UPRE2,,20260804,0.5,0.5,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=1,UPRE2,,20260804,1.0,1,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,extrapolation,2,plate|construct|dose_mM,construct,dose_mM,construct=UPRE2,plate=20260804|construct=UPRE2|dose_mM=2,UPRE2,,20260804,2.0,2,train,3,5,c7eef69d915eff4b598b7b5e91800726a50efc8a8b0c5212932c90e0081170f4
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=0,UPRE2,DTT,20260722,0.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=0.1,UPRE2,DTT,20260722,0.1,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=0.2,UPRE2,DTT,20260722,0.2,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=0.5,UPRE2,DTT,20260722,0.5,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=1,UPRE2,DTT,20260722,1.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=2,UPRE2,DTT,20260722,2.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE2|dose_mM=5,UPRE2,DTT,20260722,5.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=0,UPRE2,DTT,20260728,0.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=0.1,UPRE2,DTT,20260728,0.1,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=0.2,UPRE2,DTT,20260728,0.2,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=0.5,UPRE2,DTT,20260728,0.5,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=1,UPRE2,DTT,20260728,1.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=2,UPRE2,DTT,20260728,2.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE2|dose_mM=5,UPRE2,DTT,20260728,5.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=0,UPRE2,DTT,20260803,0.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=0.1,UPRE2,DTT,20260803,0.1,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=0.2,UPRE2,DTT,20260803,0.2,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=0.5,UPRE2,DTT,20260803,0.5,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=1,UPRE2,DTT,20260803,1.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=2,UPRE2,DTT,20260803,2.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE2|dose_mM=5,UPRE2,DTT,20260803,5.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=0,UPRE2,DTT,20260804,0.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=0.1,UPRE2,DTT,20260804,0.1,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=0.2,UPRE2,DTT,20260804,0.2,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=0.5,UPRE2,DTT,20260804,0.5,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=1,UPRE2,DTT,20260804,1.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=2,UPRE2,DTT,20260804,2.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE2|dose_mM=5,UPRE2,DTT,20260804,5.0,UPRE2,test,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=0,UPRE1,DTT,20260722,0.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=0.1,UPRE1,DTT,20260722,0.1,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=0.2,UPRE1,DTT,20260722,0.2,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=0.5,UPRE1,DTT,20260722,0.5,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=1,UPRE1,DTT,20260722,1.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=2,UPRE1,DTT,20260722,2.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260722|construct=UPRE1|dose_mM=5,UPRE1,DTT,20260722,5.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=0,UPRE1,DTT,20260728,0.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=0.1,UPRE1,DTT,20260728,0.1,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=0.2,UPRE1,DTT,20260728,0.2,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=0.5,UPRE1,DTT,20260728,0.5,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=1,UPRE1,DTT,20260728,1.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=2,UPRE1,DTT,20260728,2.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260728|construct=UPRE1|dose_mM=5,UPRE1,DTT,20260728,5.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=0,UPRE1,DTT,20260803,0.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=0.1,UPRE1,DTT,20260803,0.1,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=0.2,UPRE1,DTT,20260803,0.2,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=0.5,UPRE1,DTT,20260803,0.5,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=1,UPRE1,DTT,20260803,1.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=2,UPRE1,DTT,20260803,2.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260803|construct=UPRE1|dose_mM=5,UPRE1,DTT,20260803,5.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=0,UPRE1,DTT,20260804,0.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=0.1,UPRE1,DTT,20260804,0.1,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=0.2,UPRE1,DTT,20260804,0.2,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=0.5,UPRE1,DTT,20260804,0.5,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=1,UPRE1,DTT,20260804,1.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=2,UPRE1,DTT,20260804,2.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=DTT,plate=20260804|construct=UPRE1|dose_mM=5,UPRE1,DTT,20260804,5.0,UPRE1,train,3,UPRE2,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=0,AlteredYap1,H2O2,20260722,0.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=0.1,AlteredYap1,H2O2,20260722,0.1,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=0.2,AlteredYap1,H2O2,20260722,0.2,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=0.5,AlteredYap1,H2O2,20260722,0.5,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=1,AlteredYap1,H2O2,20260722,1.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=2,AlteredYap1,H2O2,20260722,2.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260722|construct=AlteredYap1|dose_mM=4,AlteredYap1,H2O2,20260722,4.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=0,AlteredYap1,H2O2,20260728,0.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=0.1,AlteredYap1,H2O2,20260728,0.1,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=0.2,AlteredYap1,H2O2,20260728,0.2,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=0.5,AlteredYap1,H2O2,20260728,0.5,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=1,AlteredYap1,H2O2,20260728,1.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=2,AlteredYap1,H2O2,20260728,2.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
real_biosensor,heldout_construct,0,plate|construct|dose_mM,stressor,construct,stressor=H2O2,plate=20260728|construct=AlteredYap1|dose_mM=4,AlteredYap1,H2O2,20260728,4.0,AlteredYap1,test,3,AlteredYap1,98ca4afb57c4da786e8107c061723188558bb579c9a260ddf749e09e763df104
