enzyme,kcat_per_s,mass_fraction_of_protein,enzyme_molar_mass_g_per_mol,total_protein_g_per_gdcw,growth_rate_per_h,enzyme_mmol_per_gdcw,vmax_mmol_per_gdcw_h,capacity_mmol_per_gdcw,reference_content_source,reference_content_mg_per_gdcw,reference_product_molar_mass_g_per_mol,reference_content_mmol_per_gdcw,fold_over_reference_content,reference_capacity_source,reference_capacity_mmol_per_gdcw,fold_over_reference_capacity,reference_basis,interpretation,kcat_basis,source_model_sha256,source_sbml_sha256,boundary_basis
crtYB,1.6500016500016499,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,0.39719259372438565,3.9325999378652043,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,1.6500016500016499,0.05,74736.0,0.49974,0.101,0.00033433686576750165,1.9859629686219284,19.66299968932602,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.3000033000032998,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.039719259372438566,0.39325999378652043,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.3000033000032998,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,0.07943851874487713,0.7865199875730409,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.3000033000032998,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,0.39719259372438565,3.9325999378652043,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.3000033000032998,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,0.7943851874487713,7.865199875730409,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.3000033000032998,0.05,74736.0,0.49974,0.101,0.00033433686576750165,3.971925937243857,39.32599937865204,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.4000144160611243,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.04092300588348715,0.40517827607413015,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.4000144160611243,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,0.0818460117669743,0.8103565521482603,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.4000144160611243,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,0.40923005883487146,4.051782760741301,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.4000144160611243,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,0.8184601176697429,8.103565521482603,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,3.4000144160611243,0.05,74736.0,0.49974,0.101,0.00033433686576750165,4.092300588348715,40.51782760741302,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.076335081265816,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.049063287415986964,0.48577512293056396,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.076335081265816,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,0.09812657483197393,0.9715502458611279,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.076335081265816,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,0.4906328741598696,4.85775122930564,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.076335081265816,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,0.9812657483197392,9.71550245861128,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.076335081265816,0.05,74736.0,0.49974,0.101,0.00033433686576750165,4.9063287415986965,48.5775122930564,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.900029596178761,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.05897737934475853,0.5839344489580052,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.900029596178761,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,0.11795475868951706,1.1678688979160103,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.900029596178761,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,0.5897737934475853,5.839344489580052,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.900029596178761,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,1.1795475868951706,11.678688979160103,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,4.900029596178761,0.05,74736.0,0.49974,0.101,0.00033433686576750165,5.897737934475853,58.39344489580053,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,21.89985633694243,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.26358945582426807,2.6097965923194857,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,21.89985633694243,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,0.5271789116485361,5.219593184638971,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,21.89985633694243,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,2.6358945582426805,26.097965923194856,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,21.89985633694243,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,5.271789116485361,52.19593184638971,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,21.89985633694243,0.05,74736.0,0.49974,0.101,0.00033433686576750165,26.35894558242681,260.9796592319486,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.24981523198815,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.5566686576116031,5.511570867441614,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.24981523198815,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,1.1133373152232062,11.023141734883229,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.24981523198815,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,5.566686576116031,55.11570867441615,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.24981523198815,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,11.133373152232062,110.2314173488323,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.24981523198815,0.05,74736.0,0.49974,0.101,0.00033433686576750165,55.66686576116032,551.1570867441615,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.27632035134464,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,0.556987676598771,5.51472947127496,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.27632035134464,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,1.113975353197542,11.02945894254992,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.27632035134464,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,5.5698767659877095,55.1472947127496,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.27632035134464,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,11.139753531975419,110.2945894254992,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,46.27632035134464,0.05,74736.0,0.49974,0.101,0.00033433686576750165,55.6987676598771,551.472947127496,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,900.0057600368643,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,10.832583779403242,107.25330474656674,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,900.0057600368643,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,21.665167558806484,214.50660949313348,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,900.0057600368643,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,108.32583779403242,1072.5330474656676,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,900.0057600368643,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,216.65167558806485,2145.066094931335,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,900.0057600368643,0.05,74736.0,0.49974,0.101,0.00033433686576750165,1083.2583779403244,10725.330474656677,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,923.831906936869,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,11.119358313406334,110.09265656837954,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,923.831906936869,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,22.238716626812668,220.18531313675908,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
